NKT,NKTscore,P,Pscore,Q,Qscore,S,Sscore,W,Wscore,kode_lelang,nama_paket,score,tahun_anggaran
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,14015015,Belanja Barang dan jasa BLUD %2528 Belanja Peralatan dan Perlengkapan Rumah Tangga Pakai Habis- tempat sampah 10 liter disposible%2529,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,35896127,BELANJA PAKAIAN KERJA LAPANGAN,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1527273,Pengadaan Alat Laboratorium Prodi Teknik Mesin Fakultas Teknik,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1466273,Pengadaan Proyektor Auditorium/Hall,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3744093,Belanja Cetak dan Penggandaan,0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1081190,Perbaikan Saluran Turap Danau Puspa Kampus UI Depok,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3388098,Kp. Koranji - Tanah Beureum Ds. Keboncau,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6437291,Renovasi Kantor/ Mess/ Mako SPORC (Palembang),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6732034,Peningkatan Jl. Kamboja,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3975555,Pengadaan Perangkat Pengolah Data dan Komunikasi Satker Baru,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6555291,GPS Mapping,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1261091,Pengadaan jembatan timbang TPA,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2238203,Rehabilitasi Jalan Sidomulyo - Ampelgading (Kec. Selorejo) (A.M.027),0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7378121,Belanja Bantuan Sosial Barang dan Jasa yang diserahkan Kepada Masyarakat%25252525252FPihak Ketiga %252525252528paket sembako%252525252529,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,47778114,Docking KN 468,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1909287,Fasilitasi bantuan sarana produksi bawang putih (Tegal),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3048166,120- B.TDR Peningkatan  Jalan s.d. Lataston  Ruas Jalan Desa Siraman  Dusun 4 RT 13 Komplek  Pondok Pesantren  Al Qodiriah  Kec. Pekalongan,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1626486,Pengadaan Bahan %252F Material XXV,0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1476493,DED Pembangunan Embung Kecamatan Kasemen,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2076122,Peningkatan Jalan Surowiti - Tebuwung,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3161065,Pengadaan Total Station untuk Mendukung Kegiatan Pelatihan Bidang Survei dan Pemetaan serta Kegiatan PTSL,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1051670,Inventaris Kantor,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1940341,Pengadaan Sarana Petugas Lapangan KB,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4758173,Rehabilitasi Daerah Irigasi Paniki - Kolongan Seksi I,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1897441,Pembangunan Jembatan Desa Persiapan Wandiri,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1871298,Rehab Jembatan Sui. Balido Dsn. Serosat Ds. Hibun,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6703034,Peningkatan Jalan Serua Raya,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7371103,Belanja Barang yang akan diserahkan kepada masyarakat  (Kabupaten MURA),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2947191,ILM di Media Online,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,36088127,Penyediaan  Bahan dan Alat Kerja UP TMR,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4723173,Pengadaan Sarana Produksi Untuk Pengembangan Tanaman Cengkeh,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1731118,Belanja Modal Pengadaan Meubelair,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2029254,Paket 1 (Satu) Pembangunan Jalan Semenisasi Pangkalan Kerinci Kota 1,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2929234,Pengadaan penerangan pada lorong lorong (lampu lorong kec. Tamalate),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,321162,Peningkatan Akses Jalan Hotmix,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7366121,Belanja Modal Pengadaan Alat Laboratorium Mikrobiologi,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7541333,Lanjutan Peningkatan Jl. Kelapa Kidul-Tegal Sari,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3069166,158- B.TDR Peningkatan  jalan s.d. Lataston  Ruas Jalan Dusun Pukem Mataram  Marga Kec. Sukadana,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,35556014,"Pengadaan Peralatan Pendidikan dan Perkantoran untuk keperluan Universitas Pendidikan Indonesia (UPI) Tahun Anggaran 2018 - (FPEB P5, FPOK P2, FPSD P2, SERANG P2)",0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3134250,Peningkatan Jalan (Beton) Mangai - Bontopadalle Kec. Bantimurung,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,793170,PENGADAAN PERALATAN ELEKTRONIK GEDUNG TRAINING CENTRE IAIN AMBON,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,9096252,Pengadaan Perangkat Lunak Berlisensi,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,229224,Pengadaan Peralatan Pendukung Pembelajaran Fakultas Kehutanan Universitas Tanjungpura (Alat Laboratorium),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2904250,Pembangunan Jembatan Camba - Camba Desa Tanete Kec. Simbang (Lanjutan),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1027433,Pemb/Peningkatan Jalan : Peningkatan Jalan Dukuh - Jumpai Kanginan menuju Banjar Dukuh,0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2577193,Perencaaan Pembangunan Gedung Kelurahan 2,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,36086127,Makanan dan Minuman Peserta/Petugas/Panitia,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3909181,Pengembangan usaha transmigrasi/Pengadaan alat penangkapan ikan di Kimtrans Angsana,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1439567,Pengadaan Bahan Pembuatan Pakan Ikan,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1815282,Peningkatan Jalan Tumingki - Kamawakan Kec. Loksado,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1464132,Belanja Pakaian Seragam Siswa Sekolah Anak Tidak Mampu,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,5299113,Rehab Gedung Kejaksaan Tinggi Bali,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7391103,PENGAWASAN TEKNIS JALAN KAB. PALI APBDP 2018 (PAKET 4),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6720034,Saluran drainase Jl. By Pass Kel Pasir Putih,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1070586,Penataan Taman Depan Polsek tentena,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1272607,Pembangunan Gedung Masjid Raya Waisai,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2024334,Peningkatan Jalan Sumbersari - Sering Kec. Kayen (Lanjutan),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,631216,Belanja Modal Peralatan dan Mesin Berupa Pengadaan alat Laboratorium FMIPA dan FT Universitas Negeri Semarang tahun Anggaran 2018 (BOPTN),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4298111,Pengadaan PCTL,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2367104,Pengadaan tensi dan timbangan bayi,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1102130,PENGGANDAAN MATERI DAN MEDIA KIE KELANJUTUSIAAN SESUAI DENGAN KEARIFAN LOKAL,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4517251,Pengadaan Kendaraan Operasional KDH,0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2821200,PAKET 25. PEMBANGUNAN JALAN LINGKUNGAN RT.001/RW.010/DUSUNKRAJAN DESA PLALANGAN KECAMATAN KALISAT,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7336333,Peningkatan jalan Kp. Mareme Rt. 05/02 Ds. Cisoka,0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1477493,DED Pembangunan Embung Kecamatan Cipocok,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1079615,Pengadaan Kendaraan ROda 4 Single cabin untuk Pemadaman Kebakaran Hutan dan Lahan,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7371333,Normalisasi Anak Sungai Cikepuh,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1540517,Lanjutan Pengaspalan Jalan Idi Cut - Keude Gerobak Kec. Darul Aman,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,17946106,Pengadaan Media Pembelajaran/Alat Peraga Berbasis TIK Tingkat SD dan SMP,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,47922114,Program Aksi Keselamatan Transportasi Darat,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1892462,"Pengaspalan Jalan Jurusan Gundaling - Lae Pengkerukan Link 236 sep 0,5 Km x 3,0 m Kec. Gunung Sitember",0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3058166,140- B.TDR Peningkatan  Jalan s.d Lataston  Ruas Jalan Desa Adijaya Dusun 05  Kec. Pekalongan,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,9125044,PEMELIHARAAN GEDUNG MABES POLRI TAHAP III,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1847298,Rehab. Jalan Pancur Aji,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,780619,Pembangunan Gedung VIP Umum,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,325236,Peningkatan Data Center,0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,1070514,Biaya Jasa Konsultansi Penilai Publik (Pengadaan Tanah Rumah Sakit Regional),0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,47726114,Pengadaan Suku Cadang Kapal,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2203203,Peningkatan Jalan Pacuh-Penataran (Kec. Nglegok) (A.L.025),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,704491,Pengadaan Software Pendukung Identifikasi Kerentanan dan Penilaian Risiko Pemerintah,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,42147064,AMDAL EKSPLORASI QUARRY BENDUNGAN LEUWIKERIS,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1278393,Pembangunan Saluran Penanggulangan Banjir Kecamatan Sukadana,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3047166,106- B.TDR Peningkatan  Jalan s.d. Lataston  Ruas Jalan Lingkar Ponpes Miftahul  Ulum,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1194281,Sewa kendaraan roda empat,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4339111,Belanja Pakaian Dinas Harian %252528PDH%252529,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1476273,Pengadaan Lift Gd. Kelas Kampus Limo,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,408653,Pengadaan Software Pendukung Pemrograman dan Keamanan Jaringan,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6897012,Pengadaan Peralatan Habsyi (Terbang) Biro Kesra,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2525440,Pengadaan Rel Rumah Potong Hewan,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3798037,Revitalisasi RMU (Grading / Packing / Beras) (Provinsi),0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7316333,Rehabilitasi Jl. Jatigintung - Cituis  Sukadiri,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,48103114,Pekerjaan Pembersihan Lahan dan Pemasangan Patok,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2945234,Pengadaan penerangan pada lorong lorong (lampu lorong kec. tamalanrea),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1578421,Pembangunan Tribun Lapangan Sepakbola Stadion bahrain,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6540291,Pengadaan Bibit Tanaman Kayuan dan Bibit Tanaman Produktif dalam rangka Kegiatan Pembuatan Agroforestri Tahun 2018 Paket B,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,8075010,Sewa Bandwidth CCTV Keamanan Jalan (II),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1939322,Peningkatan/Pembangunan Jl.Mahakam Gg.XIII dan Gg. Selaras,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4708033,Pengadaan Peralatan Pendukung Pembelajaran Fakultas Kedokteran Universitas Pendidikan Ganesha 2018,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6402036,PENGADAAN BENIH KAKAO (PAKET III),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1554068,Pengadaan Peralatan Multimedia Kreatif Penunjang PUT PENS,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,48151114,"Pengadaan dan Pemasangan Alat Penerangan Jalan di Provinsi Kalimantan Tengah Ruas  Jalan 01311K, 01511K, 019 (Kegiatan Prioritas) (Lelang Tidak Mengikat)",0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6659034,jalan lingkungan Rt. 01 &amp; Rt 02 Rw 02 Kelurahan Jatijajar Kecamatan Tapos,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,796167,REHABILITASI / PEMELIHARAAN JALAN BR. KETIMAN - TKD. BERANGBANG IV,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,4728173,Belanja Modal Peralatan dan Mesin - Pengadaan Kendaraan Dinas Bermotor Perorangan,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6296036,Bangunan Vertical Dryer Padi Kap 10 Ton (Paket II),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,48135114,"PEKERJAAN PELAPISAN JALAN AKSES MASUK TERMINAL,  1 PAKET",0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2734194,-     Rehab Berat Gedung Serbaguna BLK Banda Aceh,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3196386,Publikasi Branding Pariwisata Indonesia di Media Elektronik Paket XIII,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,35798127,PEMELIHARAAN JEMBATAN DAN GORONG-GORONG TPST BANTARGEBANG,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,6144099,Belanja Sewa Perlengkapan dan Peralatan Kantor Harkop ke 71,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,3557496,Pembangunan SPAM Perdesaan Dusun Keranji Mancal Desa Keranji Mancal Kec. Sengah Temila,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1685337,Pengadaan Pemasangan Networking Client OPD (pemda non-permanent),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,35884127,Belanja Modal Pengadaan Perangkat Lunak (Analytics Software DAN ATS),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1503357,Pengadaan dan Pemasangan Lampu Penerangan Jalan Umum dalam Kabupaten dan Aksesoris Kelistrikan,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7566601,Peningkatan Jalan Batok - Cilejet,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1630654,Pembahasan Rancangan peraturan Daerah tentang APBD Tahun 2019,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1447434,Pengadaan Bahan Dasar dan Kelengkapan Pakaian Dinas harian (PDH),0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2251203,Rehabilitasi Jalan Pojok - Bts. Kota (Kec. Garum) (A.M.037),0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,43190064,Optimalisasi Pembangunan SPAM Kawasan Istana Merdeka dan Istana Cipanas Kab. Cianjur,0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2746200,PAKET 08. PEMBANGUNAN JALAN LINGKUNGAN RT.01-02-03 RW.31 LINGKUNGAN TEGAL BOTO KIDUL KELURAHAN SUMBERSARI KEC. SUMBERSARI - RT. 05 RW. 012 LINGK. KRAJAN TIMUR KEL. SUMBERSARI KEC. SUMBERSARI,0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6312036,Belanja Pakaian Dinas Harian (Pengandaan Baju Hitam Putih),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,7734601,Pengembangan Jaringan Listrik Pedesaan (Paket 6),0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2156495,Baju LINMAS dan Sepatu PDL,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,762643,Pembanguna Gedung Tambahan Kejari Takalar,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3507161,Rehabilitasi SDN 12 Pangkalan Jambi,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,8001010,Konstruksi Jalan Paving Baru Lebar (tbl. 6 cm) lebar 3m +saluran30/40 + cover satu sisi (JL. TAMBAK PRING TIMUR RT 04 RT 5 RT 6 RW VI ),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1601486,Peningkatan Jalan Sumberrejo - Bts. Lampung Utara %28Bumiraharja%29,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,36080127,"Pencetakan Materi Promosi dan Konseling Kespro (Lembar Balik KB PP, &amp; PK, Kespro bagi BKB, PIK-R)",0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,47668114,Pengadaan Mesin Kapal KN-P. 5150 200 PK,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2601516,Peningkatan jalan Singa - Lau Simomo Kec. Kabanjahe,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3109166,211- B.TDR Peningkatan  Jalan s.d. Lataston  Ruas Jalan Desa Braja Indah   Dusun 2 (RT21 -RT22),0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2112259,Perencanaan Jalan Status Kota Kec. Kota Baru,0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,4578097,Pengadaan Buku Perpustakaan Desa/Kelurahan Siap Layan,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1426399,Penambahan Lisensi  Pengolahan Satelit Beidou dan Galileo di Software GNSS Spider,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2995166,094- B.TDR Peningkatan  Jalan s.d. Lataston  Ruas Jalan Dusun Tanjung  Raya RT12 Depan Madrasah  MI menuju RT 11 Dusun Pulung Rejo Desa Tanjung  Wangi,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1146205,Pengadaan Mesin Laundry,0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2623290,Perencanaan Teknis Peningkatan/Rehab Jaringan Rawa Kec. Seberang Kota,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1712283,Pemeliharaan Sarana dan Prasarana Aparatur Pemerintah Kab. Rokan Hulu,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1942228,Pembangunan sarana dan prasarana air bersih Desa Newung Kecamatan Sukodono,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1658362,Pengadaan Portable XRF Tahun 2018,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1124538,Pengadaan Forklift,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2804200,PAKET 08. PEMBANGUNAN JALAN LINGKUNGAN MENUJU PONPES DARUL ARIFIN DESA GELANG KECAMATAN SUMBERBARU,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3060166,148- B.TDR Peningkatan  Jalan s.d Lataston  Ruas Jalan Desa Sukadana  Ilir Dusun 5 RT. 022 Menuju 024 Menuju 033  Kec. Sukadana,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,22207047,Pengadaan Alat Laboratorium Poltekkes Kemenkes Palangka Raya Tahun 2018 (02),0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2119259,Penyusunan Dokumen Perencanaan Jalan Di Kelurahan Kenali Asam Bawah Kecamatan Kota Baru,0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,539136,Pengadaan dan Instalasi AC Sentral Basement Pusat Pendidikan dan Pelatihan Kementerian Luar Negeri Tahun Anggaran 2018 (Ulang),0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2111624,Pembangunan Instalasi Pengolahan Limbah RPH Air Pacah,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,36046127,Belanja Modal Pengadaan konstruksi/Pembelian Transito sampah,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3043166,098- B.TDR Peningkatan  Jalan s/d Lataston  Ruas Jalan Merbo Utara - Merbo Selatan Desa Rajabasa  Baru,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1063604,Pengadaan Bibit Karet Polybag Okulasi payung dua 1-2,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,5054260,Belanja Pakaian Khusus dan hari-hari tertentu,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1329187,Rehabilitasi/Pemeliharaan Jalan dusun Uebae Desa Padang Tumbuo,0.25,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2620290,Belanja Modal Jasa Konsultasi Perencanaan  Pembuatan Survey Investigasi Desain (SID) DIR Kayu Aro (Updating),0.45,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7296081,Pekerjaan Pembangunan Kantor PT.BPD Sultra Type C,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,921621,Belanja Cetak Paket 4,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2225203,Rehabilitasi Jalan Sp. Satreyan - Sambong (Kec. Kanigoro) (A.M.019),0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,6539291,Pengadaan Bibit Tanaman Kayuan dan Bibit Tanaman Produktif dalam rangka Kegiatan Pembuatan Agroforestri Tahun 2018 Paket A,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,2559516,Peningkatan Jalan Sp. Lau Kapur - Lau Kapur Kec. Tigabinanga,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1008566,Fasilitasi Bantuan Sarana Produksi,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1467273,Pengadaan Peralatan Pendidikan Prodi Teknologi Listrik,0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,930378,Belanja Jasa Konsultansi Penyusunan Database,0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,2121177,Belanja Pakaian Dinas DPRD dan Atributnya,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3074166,172- B.TDR Peningkatan  jalan s.d. Lataston  Ruas Jalan Desa Braja Caka Kec.Way  Jepara,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,1593486,Peningkatan Jalan Daya Murni - Margodadi %252528Lanjutan%252529,0.25,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,7520109,PENGADAAN SISTEM PLTS 50 kWp LABORATORIUM ELEKTRO ENERGI POLITEKNIK ENERGI DAN MINERAL Akamigas (PEM Akamigas) (Lelang Tidak Mengikat),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,35638014,Pekerjaan Pemeliharaan Gedung Rektorat dan Pasca Sarjana,0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,43146064,Pembangunan Rumah Khusus Kabupaten Sijunjung (Paket VI),0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3574496,"Pengadaaan Vibrator Roller Mini, Pengadaaan Tamping Rammer, Pengadaaan Concrete Breaker, Pengadaaan Trolley Concrete Breaker",0.4,2018
5,0.0,5,0.0,0,0.05,1,0.2,4,0.0,5982043,Peningkatan Jalan Manunggal Jaya,0.25,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,3071274,Peningkatan Jalan Lingkungan Desa Kunyaian Kec. Marga Punduh,0.4,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,813170,Pengadaan Peralatan labor PAI,0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,6803034,Drainase Lingkungan Rt. 04/15 Kelurahan Depok,0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,9108252,Revitalisasi Gate Masuk dan Keluar,0.4,2018
1,0.2,5,0.0,0,0.05,1,0.2,4,0.0,2741200,PAKET 03. PEMBANGUNAN JALAN LINGKUNGAN RT. 05 RW. 12 LINGKUNGAN KRAJAN TIMUR KELURAHAN SUMBERSARI KECAMATAN SUMBERSARI - RT. 02 RW. 12 LINGKUNGAN KRAJAN TIMUR KELURAHAN SUMBERSARI KECAMATAN SUMBERSARI,0.45,2018
2,0.15,5,0.0,0,0.05,1,0.2,4,0.0,1315593,"Pembangunan Bronjong Sungai Neri di Desa Lasara Idanoi, Kecamatan Gido (P.APBD TA. 2018)",0.4,2018
